cell_id,hardware,mode,world_size,phase,share_pct
5b984d8c59ae74c1a44d,H100,training,8,dispatch,20.264623065960333
5b984d8c59ae74c1a44d,H100,training,8,expert_compute,34.24759801950684
5b984d8c59ae74c1a44d,H100,training,8,return,23.117989807743804
5b984d8c59ae74c1a44d,H100,training,8,combine,17.507138978339036
5c882191cef119c666b8,A100-40GB,forward,2,pack,3.9233887631070923
5c882191cef119c666b8,A100-40GB,forward,2,dispatch,13.72182715867502
5c882191cef119c666b8,A100-40GB,forward,2,expert_compute,17.54575781053471
5c882191cef119c666b8,A100-40GB,forward,2,return,16.69946901640921
5c882191cef119c666b8,A100-40GB,forward,2,combine,48.10955725127397
5f52381f12c6cd392948,A100-40GB,forward,8,pack,2.950643277011693
5f52381f12c6cd392948,A100-40GB,forward,8,dispatch,17.10439977400658
5f52381f12c6cd392948,A100-40GB,forward,8,expert_compute,20.991111268312984
5f52381f12c6cd392948,A100-40GB,forward,8,return,16.359880004011394
5f52381f12c6cd392948,A100-40GB,forward,8,combine,42.593965676657355
60ff3772d9cc421d0898,A100-40GB,training,4,pack,4.553322595284472
60ff3772d9cc421d0898,A100-40GB,training,4,dispatch,14.983090750682843
60ff3772d9cc421d0898,A100-40GB,training,4,expert_compute,16.285533826240947
60ff3772d9cc421d0898,A100-40GB,training,4,return,16.960751106276305
60ff3772d9cc421d0898,A100-40GB,training,4,combine,47.21730172151543
61f9018493deef4270eb,H100,forward,2,pack,3.654911692179427
61f9018493deef4270eb,H100,forward,2,dispatch,12.867786910040415
61f9018493deef4270eb,H100,forward,2,expert_compute,29.677100246535275
61f9018493deef4270eb,H100,forward,2,return,17.065056067054684
61f9018493deef4270eb,H100,forward,2,combine,36.735145084190194
62ce219dc6936002c075,H100,forward,4,pack,4.594514025367107
62ce219dc6936002c075,H100,forward,4,dispatch,17.996927430864183
62ce219dc6936002c075,H100,forward,4,expert_compute,10.36345146339493
62ce219dc6936002c075,H100,forward,4,return,19.945159979960877
62ce219dc6936002c075,H100,forward,4,combine,47.099947100412905
63be321e6b3b78406032,B200,training,2,pack,4.28458025361458
63be321e6b3b78406032,B200,training,2,dispatch,13.007793020900213
63be321e6b3b78406032,B200,training,2,expert_compute,9.820500749965639
63be321e6b3b78406032,B200,training,2,return,14.507400210881677
63be321e6b3b78406032,B200,training,2,combine,58.3797257646379
64afb5946ae4717cb28b,H100,training,8,pack,4.848828059222599
64afb5946ae4717cb28b,H100,training,8,dispatch,21.66276393497344
64afb5946ae4717cb28b,H100,training,8,expert_compute,9.478155377828298
64afb5946ae4717cb28b,H100,training,8,return,24.39945587226002
64afb5946ae4717cb28b,H100,training,8,combine,39.61079675571564
6508682761a1616a8409,B200,training,4,pack,4.262229809131835
6508682761a1616a8409,B200,training,4,dispatch,15.690488839136407
6508682761a1616a8409,B200,training,4,expert_compute,8.2480547806409
6508682761a1616a8409,B200,training,4,return,16.565989138242504
6508682761a1616a8409,B200,training,4,combine,55.233237432848355
66ac4b8363284c050e1c,B200,training,2,pack,4.055443927250645
66ac4b8363284c050e1c,B200,training,2,dispatch,13.210194815732649
66ac4b8363284c050e1c,B200,training,2,expert_compute,8.983913623603755
66ac4b8363284c050e1c,B200,training,2,return,13.951632721706833
66ac4b8363284c050e1c,B200,training,2,combine,59.79881491170612
672fba5b510fb6a9175e,A100-40GB,training,2,pack,4.118478584601084
672fba5b510fb6a9175e,A100-40GB,training,2,dispatch,11.393268898837531
672fba5b510fb6a9175e,A100-40GB,training,2,expert_compute,12.25224457040853
672fba5b510fb6a9175e,A100-40GB,training,2,return,12.415484329587265
672fba5b510fb6a9175e,A100-40GB,training,2,combine,59.820523616565595
67c17ac979d0cb0f1140,H100,forward,2,pack,5.1354612723697155
67c17ac979d0cb0f1140,H100,forward,2,dispatch,16.04376829503478
67c17ac979d0cb0f1140,H100,forward,2,expert_compute,15.276263816620748
67c17ac979d0cb0f1140,H100,forward,2,return,18.328997643444616
67c17ac979d0cb0f1140,H100,forward,2,combine,45.215508972530145
68024cc03d633f74c8c7,A100-40GB,training,2,pack,3.9394870568226033
68024cc03d633f74c8c7,A100-40GB,training,2,dispatch,12.134845397419728
68024cc03d633f74c8c7,A100-40GB,training,2,expert_compute,12.407079469414636
68024cc03d633f74c8c7,A100-40GB,training,2,return,13.553476747764943
68024cc03d633f74c8c7,A100-40GB,training,2,combine,57.96511132857809
694052c2cd500d086ed0,H100,training,8,pack,4.703718216359929
694052c2cd500d086ed0,H100,training,8,dispatch,19.861665561937905
694052c2cd500d086ed0,H100,training,8,expert_compute,20.16722377680108
694052c2cd500d086ed0,H100,training,8,return,23.801877097613243
694052c2cd500d086ed0,H100,training,8,combine,31.46551534728784
6a1c6e3367a82d72988b,A100-40GB,forward,2,pack,2.756268913053809
6a1c6e3367a82d72988b,A100-40GB,forward,2,dispatch,10.004429306403633
6a1c6e3367a82d72988b,A100-40GB,forward,2,expert_compute,19.82744343026597
6a1c6e3367a82d72988b,A100-40GB,forward,2,return,10.26988070563855
6a1c6e3367a82d72988b,A100-40GB,forward,2,combine,57.14197764463803
6e1d5f2bc5a2f8efecd6,B200,training,4,pack,3.912441014304256
6e1d5f2bc5a2f8efecd6,B200,training,4,dispatch,15.662059956730745
6e1d5f2bc5a2f8efecd6,B200,training,4,expert_compute,9.551106043959035
6e1d5f2bc5a2f8efecd6,B200,training,4,return,17.826691528348917
6e1d5f2bc5a2f8efecd6,B200,training,4,combine,53.04770145665705
6f7cdd0cf0f2c340d067,B200,training,4,pack,4.385158498776612
6f7cdd0cf0f2c340d067,B200,training,4,dispatch,16.882272403192957
6f7cdd0cf0f2c340d067,B200,training,4,expert_compute,24.33481409706355
6f7cdd0cf0f2c340d067,B200,training,4,return,20.128543132788067
6f7cdd0cf0f2c340d067,B200,training,4,combine,34.269211868178814
7019950bfdee406dec8e,B200,forward,8,pack,3.1485653228740995
7019950bfdee406dec8e,B200,forward,8,dispatch,15.375649664908117
7019950bfdee406dec8e,B200,forward,8,expert_compute,45.11043289672996
7019950bfdee406dec8e,B200,forward,8,return,16.930633750002524
7019950bfdee406dec8e,B200,forward,8,combine,19.4347183654853
714b01e8ba9f0d5eea49,B200,forward,2,pack,3.4241745206288625
714b01e8ba9f0d5eea49,B200,forward,2,dispatch,14.39600994116043
714b01e8ba9f0d5eea49,B200,forward,2,expert_compute,29.84436756982838
714b01e8ba9f0d5eea49,B200,forward,2,return,18.88409263859631
714b01e8ba9f0d5eea49,B200,forward,2,combine,33.45135532978602
72a34f55f5ddc6382bd7,H100,forward,2,pack,4.171552813712678
72a34f55f5ddc6382bd7,H100,forward,2,dispatch,16.964148742920624
72a34f55f5ddc6382bd7,H100,forward,2,expert_compute,42.21040391173147
72a34f55f5ddc6382bd7,H100,forward,2,return,22.587739354835
72a34f55f5ddc6382bd7,H100,forward,2,combine,14.06615517680023
74d6fc77c2a2dcd4bcb9,A100-40GB,forward,8,pack,2.2150388255562348
74d6fc77c2a2dcd4bcb9,A100-40GB,forward,8,dispatch,14.134261342850493
74d6fc77c2a2dcd4bcb9,A100-40GB,forward,8,expert_compute,47.54418473869234
74d6fc77c2a2dcd4bcb9,A100-40GB,forward,8,return,13.576611432279238
74d6fc77c2a2dcd4bcb9,A100-40GB,forward,8,combine,22.5299036606217
750dff192245514814f5,A100-40GB,training,8,pack,3.696032215678706
750dff192245514814f5,A100-40GB,training,8,dispatch,14.057089663558214
750dff192245514814f5,A100-40GB,training,8,expert_compute,17.428355078786304
750dff192245514814f5,A100-40GB,training,8,return,14.94912053110566
750dff192245514814f5,A100-40GB,training,8,combine,49.86940251087112
763a1ec11793f5451cec,H100,training,4,pack,4.6605616571200414
763a1ec11793f5451cec,H100,training,4,dispatch,17.127185637400736
763a1ec11793f5451cec,H100,training,4,expert_compute,25.102187723417828
763a1ec11793f5451cec,H100,training,4,return,19.316625935549478
763a1ec11793f5451cec,H100,training,4,combine,33.793439046511914
772f94797503a135a9c1,B200,training,4,pack,3.749098626697983
772f94797503a135a9c1,B200,training,4,dispatch,15.1111371979053
772f94797503a135a9c1,B200,training,4,expert_compute,17.09680723759824
772f94797503a135a9c1,B200,training,4,return,17.868862729783885
772f94797503a135a9c1,B200,training,4,combine,46.17409420801459
77909492e5bdace11c6c,B200,training,2,pack,4.696048730802347
77909492e5bdace11c6c,B200,training,2,dispatch,16.343892589290334
77909492e5bdace11c6c,B200,training,2,expert_compute,28.1615086931885
77909492e5bdace11c6c,B200,training,2,return,19.098214903914023
77909492e5bdace11c6c,B200,training,2,combine,31.700335082804795
7959f39a2a86398eec82,H100,training,2,pack,5.25031128804177
7959f39a2a86398eec82,H100,training,2,dispatch,15.172410880633118
7959f39a2a86398eec82,H100,training,2,expert_compute,14.549099952768243
7959f39a2a86398eec82,H100,training,2,return,16.807368272584373
7959f39a2a86398eec82,H100,training,2,combine,48.22080960597249
7982caa750d54fe4da58,A100-40GB,forward,2,pack,3.7069968751581763
7982caa750d54fe4da58,A100-40GB,forward,2,dispatch,13.33861349085781
7982caa750d54fe4da58,A100-40GB,forward,2,expert_compute,10.126905712552183
7982caa750d54fe4da58,A100-40GB,forward,2,return,14.065963453574241
7982caa750d54fe4da58,A100-40GB,forward,2,combine,58.761520467857586
7a989680d6e91cc4c1e7,H100,forward,8,pack,3.3456156715105188
7a989680d6e91cc4c1e7,H100,forward,8,dispatch,17.898946102874582
7a989680d6e91cc4c1e7,H100,forward,8,expert_compute,25.146409083632392
7a989680d6e91cc4c1e7,H100,forward,8,return,18.43994437055087
7a989680d6e91cc4c1e7,H100,forward,8,combine,35.16908477143164
7d522f2229c29d1d9c73,A100-40GB,training,2,pack,4.211008743661267
7d522f2229c29d1d9c73,A100-40GB,training,2,dispatch,12.596209426665236
7d522f2229c29d1d9c73,A100-40GB,training,2,expert_compute,8.492229071987536
7d522f2229c29d1d9c73,A100-40GB,training,2,return,13.13438365429709
7d522f2229c29d1d9c73,A100-40GB,training,2,combine,61.56616910338887
7f43862bb951031f1f34,B200,training,4,pack,4.602159501037784
7f43862bb951031f1f34,B200,training,4,dispatch,18.897460384996574
7f43862bb951031f1f34,B200,training,4,expert_compute,39.96352446940621
7f43862bb951031f1f34,B200,training,4,return,20.67047719417815
7f43862bb951031f1f34,B200,training,4,combine,15.866378450381283
84607c16d2b3369dd133,H100,forward,8,pack,4.9890741473255105
84607c16d2b3369dd133,H100,forward,8,dispatch,20.326273504991736
84607c16d2b3369dd133,H100,forward,8,expert_compute,13.142437709656807
84607c16d2b3369dd133,H100,forward,8,return,22.509507454776177
84607c16d2b3369dd133,H100,forward,8,combine,39.03270718324977
85daa4b1bd7a6ad24f6c,H100,forward,2,pack,3.6998268006802526
85daa4b1bd7a6ad24f6c,H100,forward,2,dispatch,13.373565208628758
85daa4b1bd7a6ad24f6c,H100,forward,2,expert_compute,29.887010558346738
85daa4b1bd7a6ad24f6c,H100,forward,2,return,18.354199575419713
85daa4b1bd7a6ad24f6c,H100,forward,2,combine,34.68539785692454
8688ca8e2c485a45aedc,H100,forward,8,pack,5.039938317214215
8688ca8e2c485a45aedc,H100,forward,8,dispatch,20.399903216705763
8688ca8e2c485a45aedc,H100,forward,8,expert_compute,12.80503591362881
8688ca8e2c485a45aedc,H100,forward,8,return,23.023485496721175
8688ca8e2c485a45aedc,H100,forward,8,combine,38.73163705573003
86bc140b263ea026e7b8,H100,training,8,pack,4.66363771788816
86bc140b263ea026e7b8,H100,training,8,dispatch,20.149551662910483
86bc140b263ea026e7b8,H100,training,8,expert_compute,9.765605334720824
86bc140b263ea026e7b8,H100,training,8,return,22.390388863673458
86bc140b263ea026e7b8,H100,training,8,combine,43.03081642080707
86ea6599f212f1fbce31,B200,forward,8,pack,3.502836824656547
86ea6599f212f1fbce31,B200,forward,8,dispatch,15.865314449116553
86ea6599f212f1fbce31,B200,forward,8,expert_compute,12.25739688836995
86ea6599f212f1fbce31,B200,forward,8,return,18.43507950930841
86ea6599f212f1fbce31,B200,forward,8,combine,49.939372328548544
876722727a9d3e7af097,A100-40GB,training,8,pack,3.7031251182726166
876722727a9d3e7af097,A100-40GB,training,8,dispatch,20.00968089844543
876722727a9d3e7af097,A100-40GB,training,8,expert_compute,6.84897950884886
876722727a9d3e7af097,A100-40GB,training,8,return,20.657382354530252
876722727a9d3e7af097,A100-40GB,training,8,combine,48.78083211990284
8b7fcd37c306976d9220,A100-40GB,training,2,pack,3.7457439806830006
8b7fcd37c306976d9220,A100-40GB,training,2,dispatch,15.177461503845347
8b7fcd37c306976d9220,A100-40GB,training,2,expert_compute,26.474354415148653
8b7fcd37c306976d9220,A100-40GB,training,2,return,15.88466923741516
8b7fcd37c306976d9220,A100-40GB,training,2,combine,38.71777086290784
8c6bbe665234de16d2b7,B200,forward,2,pack,3.4892317583533385
8c6bbe665234de16d2b7,B200,forward,2,dispatch,16.340878498951568
8c6bbe665234de16d2b7,B200,forward,2,expert_compute,28.961583177014468
8c6bbe665234de16d2b7,B200,forward,2,return,18.06776497156952
8c6bbe665234de16d2b7,B200,forward,2,combine,33.1405415941111
8e3658d0ea84b36330dc,B200,training,8,pack,3.646183814335866
8e3658d0ea84b36330dc,B200,training,8,dispatch,16.655522779133648
8e3658d0ea84b36330dc,B200,training,8,expert_compute,6.767007465290623
8e3658d0ea84b36330dc,B200,training,8,return,18.912844512853678
8e3658d0ea84b36330dc,B200,training,8,combine,54.01844142838618
8eb45837c46252ea0c0d,A100-40GB,forward,4,pack,3.687852479051059
8eb45837c46252ea0c0d,A100-40GB,forward,4,dispatch,13.808672791563154
8eb45837c46252ea0c0d,A100-40GB,forward,4,expert_compute,7.43150314970444
8eb45837c46252ea0c0d,A100-40GB,forward,4,return,14.806972438755531
8eb45837c46252ea0c0d,A100-40GB,forward,4,combine,60.264999140925816
915b8a77be7ec6dd4a07,H100,training,4,pack,4.8732795428758315
915b8a77be7ec6dd4a07,H100,training,4,dispatch,17.01771086890973
915b8a77be7ec6dd4a07,H100,training,4,expert_compute,17.918293075836402
915b8a77be7ec6dd4a07,H100,training,4,return,21.187087637569093
915b8a77be7ec6dd4a07,H100,training,4,combine,39.00362887480894
9228021a939e855108ee,B200,training,4,pack,3.834101027692247
9228021a939e855108ee,B200,training,4,dispatch,15.43560664973332
9228021a939e855108ee,B200,training,4,expert_compute,14.045040178215991
9228021a939e855108ee,B200,training,4,return,19.008099839991992
9228021a939e855108ee,B200,training,4,combine,47.67715230436645
9775a5e8bf34812e9dd0,A100-40GB,training,4,pack,4.290664251347815
9775a5e8bf34812e9dd0,A100-40GB,training,4,dispatch,16.254569845511053
9775a5e8bf34812e9dd0,A100-40GB,training,4,expert_compute,18.137319651549895
9775a5e8bf34812e9dd0,A100-40GB,training,4,return,17.67522503458041
9775a5e8bf34812e9dd0,A100-40GB,training,4,combine,43.64222121701083
97a097861a9be2df3dfe,A100-40GB,training,2,pack,4.242453657488953
97a097861a9be2df3dfe,A100-40GB,training,2,dispatch,13.953380479238842
97a097861a9be2df3dfe,A100-40GB,training,2,expert_compute,16.305054034492812
97a097861a9be2df3dfe,A100-40GB,training,2,return,15.694491497212827
97a097861a9be2df3dfe,A100-40GB,training,2,combine,49.80462033156657
98d890af4bd2a8730d33,A100-40GB,forward,4,pack,3.814184582488048
98d890af4bd2a8730d33,A100-40GB,forward,4,dispatch,20.434949061521007
98d890af4bd2a8730d33,A100-40GB,forward,4,expert_compute,39.33799219643645
98d890af4bd2a8730d33,A100-40GB,forward,4,return,18.150074892788133
98d890af4bd2a8730d33,A100-40GB,forward,4,combine,18.262799266766358
99c9faeee789c506c1eb,B200,forward,2,pack,3.447006744578723
99c9faeee789c506c1eb,B200,forward,2,dispatch,15.134690617598778
99c9faeee789c506c1eb,B200,forward,2,expert_compute,22.78991145219187
99c9faeee789c506c1eb,B200,forward,2,return,19.534367180259046
99c9faeee789c506c1eb,B200,forward,2,combine,39.09402400537158
9b38822ef3d676ea948b,H100,training,2,pack,5.127123476248021
9b38822ef3d676ea948b,H100,training,2,dispatch,15.885950086478296
9b38822ef3d676ea948b,H100,training,2,expert_compute,24.22689486283415
9b38822ef3d676ea948b,H100,training,2,return,19.700444970881048
9b38822ef3d676ea948b,H100,training,2,combine,35.059586603558486
9d0e7d5af00c81587085,A100-40GB,training,4,pack,4.047471226975545
9d0e7d5af00c81587085,A100-40GB,training,4,dispatch,16.42418149202755
9d0e7d5af00c81587085,A100-40GB,training,4,expert_compute,9.220276319617732
9d0e7d5af00c81587085,A100-40GB,training,4,return,18.225292791845273
9d0e7d5af00c81587085,A100-40GB,training,4,combine,52.0827781695339
9de66717a65e66526146,B200,training,8,pack,3.898036423132822
9de66717a65e66526146,B200,training,8,dispatch,18.86811742709808
9de66717a65e66526146,B200,training,8,expert_compute,33.75886485673484
9de66717a65e66526146,B200,training,8,return,21.635004739865163
9de66717a65e66526146,B200,training,8,combine,21.839976553169095
9f40dd5699cbcbdb816e,H100,training,8,pack,4.474317444379536
9f40dd5699cbcbdb816e,H100,training,8,dispatch,19.160698950567344
9f40dd5699cbcbdb816e,H100,training,8,expert_compute,41.20181102465753
9f40dd5699cbcbdb816e,H100,training,8,return,24.871072730536767
9f40dd5699cbcbdb816e,H100,training,8,combine,10.292099849858825
a0ff663c74d0d6332c6a,H100,training,8,pack,4.452272654262561
a0ff663c74d0d6332c6a,H100,training,8,dispatch,26.339984776751585
a0ff663c74d0d6332c6a,H100,training,8,expert_compute,8.651403471751234
a0ff663c74d0d6332c6a,H100,training,8,return,25.286950210856954
a0ff663c74d0d6332c6a,H100,training,8,combine,35.26938888637767
a409baa5f41c6355d5b3,A100-40GB,forward,2,pack,4.3673295678922175
a409baa5f41c6355d5b3,A100-40GB,forward,2,dispatch,18.20412917813418
a409baa5f41c6355d5b3,A100-40GB,forward,2,expert_compute,34.71319706647289
a409baa5f41c6355d5b3,A100-40GB,forward,2,return,18.43120992303806
a409baa5f41c6355d5b3,A100-40GB,forward,2,combine,24.28413426446265
a6f8706e5c338e6e78d2,B200,training,4,pack,3.8757768998089155
a6f8706e5c338e6e78d2,B200,training,4,dispatch,15.990255680536775
a6f8706e5c338e6e78d2,B200,training,4,expert_compute,26.642057947351677
a6f8706e5c338e6e78d2,B200,training,4,return,17.981779220856364
a6f8706e5c338e6e78d2,B200,training,4,combine,35.51013025144627
a76c60da2878e36fff26,H100,forward,4,pack,4.915564870333608
a76c60da2878e36fff26,H100,forward,4,dispatch,17.761401339184626
a76c60da2878e36fff26,H100,forward,4,expert_compute,9.784917959416628
a76c60da2878e36fff26,H100,forward,4,return,19.49801942794113
a76c60da2878e36fff26,H100,forward,4,combine,48.040096403124004
a7e67db75aae6a350d7c,H100,training,4,pack,5.038340232507856
a7e67db75aae6a350d7c,H100,training,4,dispatch,18.89424928841722
a7e67db75aae6a350d7c,H100,training,4,expert_compute,8.936342078034706
a7e67db75aae6a350d7c,H100,training,4,return,19.230841648841817
a7e67db75aae6a350d7c,H100,training,4,combine,47.9002267521984
aafd8496a2fa829b1308,A100-40GB,forward,2,pack,3.6879862222998243
aafd8496a2fa829b1308,A100-40GB,forward,2,dispatch,15.987470210201156
aafd8496a2fa829b1308,A100-40GB,forward,2,expert_compute,26.58492187191151
aafd8496a2fa829b1308,A100-40GB,forward,2,return,17.501937000252333
aafd8496a2fa829b1308,A100-40GB,forward,2,combine,36.237684695335176
acc5971616fc70f15a30,B200,training,4,pack,3.4772920993502074
acc5971616fc70f15a30,B200,training,4,dispatch,14.86132140834781
acc5971616fc70f15a30,B200,training,4,expert_compute,20.01826056613072
acc5971616fc70f15a30,B200,training,4,return,16.87393901831276
acc5971616fc70f15a30,B200,training,4,combine,44.7691869078585
acce02b51098c0191570,H100,training,2,pack,6.08304242521681
acce02b51098c0191570,H100,training,2,dispatch,14.161685527461412
acce02b51098c0191570,H100,training,2,expert_compute,27.31858836746251
acce02b51098c0191570,H100,training,2,return,22.44943271921497
acce02b51098c0191570,H100,training,2,combine,29.9872509606443
ace80f4a7c248e2e44f7,A100-40GB,forward,2,pack,3.9095572703464216
ace80f4a7c248e2e44f7,A100-40GB,forward,2,dispatch,13.78364621098932
ace80f4a7c248e2e44f7,A100-40GB,forward,2,expert_compute,20.80172470938603
ace80f4a7c248e2e44f7,A100-40GB,forward,2,return,15.659239523254637
ace80f4a7c248e2e44f7,A100-40GB,forward,2,combine,45.84583228602359
adb498e18c76565bb3ee,B200,training,8,pack,3.8047422469940306
adb498e18c76565bb3ee,B200,training,8,dispatch,15.866777004519916
adb498e18c76565bb3ee,B200,training,8,expert_compute,8.526809447451654
adb498e18c76565bb3ee,B200,training,8,return,17.453886414913292
adb498e18c76565bb3ee,B200,training,8,combine,54.34778488612111
adf0ed201023e49f864d,H100,forward,2,pack,4.49510300024491
adf0ed201023e49f864d,H100,forward,2,dispatch,15.591326078313113
adf0ed201023e49f864d,H100,forward,2,expert_compute,26.207100798450266
adf0ed201023e49f864d,H100,forward,2,return,18.864517442120416
adf0ed201023e49f864d,H100,forward,2,combine,34.841952680871294
afbf2e9e016df4b04e7f,B200,training,8,pack,3.3564793757846343
afbf2e9e016df4b04e7f,B200,training,8,dispatch,16.077349978659797
afbf2e9e016df4b04e7f,B200,training,8,expert_compute,8.090508535460687
afbf2e9e016df4b04e7f,B200,training,8,return,19.03659887002427
afbf2e9e016df4b04e7f,B200,training,8,combine,53.43906324007061
b2495825e1a4ce32b804,A100-40GB,training,8,pack,4.112632838329384
b2495825e1a4ce32b804,A100-40GB,training,8,dispatch,16.926428788652874
b2495825e1a4ce32b804,A100-40GB,training,8,expert_compute,8.341055085448534
b2495825e1a4ce32b804,A100-40GB,training,8,return,20.964155308202578
b2495825e1a4ce32b804,A100-40GB,training,8,combine,49.65572797936663
b70f2c48b13ec4041bea,A100-40GB,forward,4,pack,4.135406367649098
b70f2c48b13ec4041bea,A100-40GB,forward,4,dispatch,16.966925587844518
b70f2c48b13ec4041bea,A100-40GB,forward,4,expert_compute,22.950808097572256
b70f2c48b13ec4041bea,A100-40GB,forward,4,return,17.149650222093015
b70f2c48b13ec4041bea,A100-40GB,forward,4,combine,38.79720972484111
b8f616e39604b9dd1545,H100,forward,4,pack,4.494861253079742
b8f616e39604b9dd1545,H100,forward,4,dispatch,16.59158493182899
b8f616e39604b9dd1545,H100,forward,4,expert_compute,13.875032344686714
b8f616e39604b9dd1545,H100,forward,4,return,17.27534069318858
b8f616e39604b9dd1545,H100,forward,4,combine,47.76318077721598
baba27abc8dcbcb3e89b,H100,training,2,pack,4.833582160869443
baba27abc8dcbcb3e89b,H100,training,2,dispatch,14.171926834678944
baba27abc8dcbcb3e89b,H100,training,2,expert_compute,12.837226609091616
baba27abc8dcbcb3e89b,H100,training,2,return,14.989940553126992
baba27abc8dcbcb3e89b,H100,training,2,combine,53.167323842233
bd44b8f7829b4f66bd4c,A100-40GB,forward,8,pack,3.766650591433027
bd44b8f7829b4f66bd4c,A100-40GB,forward,8,dispatch,15.519770802283505
bd44b8f7829b4f66bd4c,A100-40GB,forward,8,expert_compute,7.746437219933657
bd44b8f7829b4f66bd4c,A100-40GB,forward,8,return,18.793801254064824
bd44b8f7829b4f66bd4c,A100-40GB,forward,8,combine,54.17334013228499
bf4690c091ff0b7ae4a6,H100,training,4,pack,5.524410089335673
bf4690c091ff0b7ae4a6,H100,training,4,dispatch,18.968078847339296
bf4690c091ff0b7ae4a6,H100,training,4,expert_compute,11.416766752467758
bf4690c091ff0b7ae4a6,H100,training,4,return,19.479408672986715
bf4690c091ff0b7ae4a6,H100,training,4,combine,44.61133563787055
c5315dc704945c2730f8,A100-40GB,training,4,pack,4.170195028910285
c5315dc704945c2730f8,A100-40GB,training,4,dispatch,15.435599781812147
c5315dc704945c2730f8,A100-40GB,training,4,expert_compute,8.037749902608608
c5315dc704945c2730f8,A100-40GB,training,4,return,15.238880886212106
c5315dc704945c2730f8,A100-40GB,training,4,combine,57.11757440045685
c6707385b3d62dd1bc2c,H100,training,8,pack,5.152321618414622
c6707385b3d62dd1bc2c,H100,training,8,dispatch,20.32819270696057
c6707385b3d62dd1bc2c,H100,training,8,expert_compute,13.547708478412236
c6707385b3d62dd1bc2c,H100,training,8,return,23.757850157142606
c6707385b3d62dd1bc2c,H100,training,8,combine,37.213927039069965
c78493afd60a3dd56720,H100,training,2,pack,4.693686991496543
c78493afd60a3dd56720,H100,training,2,dispatch,13.359529806440978
c78493afd60a3dd56720,H100,training,2,expert_compute,37.486651051654505
c78493afd60a3dd56720,H100,training,2,return,30.24978086952767
c78493afd60a3dd56720,H100,training,2,combine,14.210351280880298
c8fba6bfa233acbb1e55,B200,forward,2,pack,4.027035717748271
c8fba6bfa233acbb1e55,B200,forward,2,dispatch,15.378159888885623
c8fba6bfa233acbb1e55,B200,forward,2,expert_compute,13.936348682296934
c8fba6bfa233acbb1e55,B200,forward,2,return,17.76031973258775
c8fba6bfa233acbb1e55,B200,forward,2,combine,48.89813597848142
c9c657e308ac2b238855,B200,training,2,pack,4.242994196041984
c9c657e308ac2b238855,B200,training,2,dispatch,16.510619733276876
c9c657e308ac2b238855,B200,training,2,expert_compute,35.251535384616325
c9c657e308ac2b238855,B200,training,2,return,18.472230909113748
c9c657e308ac2b238855,B200,training,2,combine,25.522619776951068
cd7c0077644db160abdc,A100-40GB,forward,8,pack,4.743644350868602
cd7c0077644db160abdc,A100-40GB,forward,8,dispatch,15.696337751314966
cd7c0077644db160abdc,A100-40GB,forward,8,expert_compute,11.331118512226992
cd7c0077644db160abdc,A100-40GB,forward,8,return,17.039925297634976
cd7c0077644db160abdc,A100-40GB,forward,8,combine,51.18897408795446
cf2fa7ca5f90fdcfabda,H100,forward,8,pack,4.215208150467198
cf2fa7ca5f90fdcfabda,H100,forward,8,dispatch,20.374287994837907
cf2fa7ca5f90fdcfabda,H100,forward,8,expert_compute,29.929835797975436
cf2fa7ca5f90fdcfabda,H100,forward,8,return,23.36046116204418
cf2fa7ca5f90fdcfabda,H100,forward,8,combine,22.120206894675277
cf97807fcd9b2156152d,B200,forward,4,pack,3.628515591956809
cf97807fcd9b2156152d,B200,forward,4,dispatch,15.32107424985713
cf97807fcd9b2156152d,B200,forward,4,expert_compute,9.841860689757908
cf97807fcd9b2156152d,B200,forward,4,return,18.31906150089329
cf97807fcd9b2156152d,B200,forward,4,combine,52.88948796753486
cfde77386c0c1d53977d,A100-40GB,forward,8,pack,3.667968325833269
cfde77386c0c1d53977d,A100-40GB,forward,8,dispatch,17.21705552005647
cfde77386c0c1d53977d,A100-40GB,forward,8,expert_compute,13.086638788772536
cfde77386c0c1d53977d,A100-40GB,forward,8,return,18.59708754266918
cfde77386c0c1d53977d,A100-40GB,forward,8,combine,47.43124982266855
d1be79f5dc844a18af4b,B200,forward,4,pack,3.9285910683009035
d1be79f5dc844a18af4b,B200,forward,4,dispatch,16.777699695799704
d1be79f5dc844a18af4b,B200,forward,4,expert_compute,42.85014044476059
d1be79f5dc844a18af4b,B200,forward,4,return,21.50456573607847
d1be79f5dc844a18af4b,B200,forward,4,combine,14.939003055060331
d30913c4946721be7c48,A100-40GB,training,4,pack,4.037288875604473
d30913c4946721be7c48,A100-40GB,training,4,dispatch,17.95821112108962
d30913c4946721be7c48,A100-40GB,training,4,expert_compute,8.238539007656005
d30913c4946721be7c48,A100-40GB,training,4,return,18.795259774062785
d30913c4946721be7c48,A100-40GB,training,4,combine,50.97070122158712
d314c5e0f01a4deae5a3,H100,forward,8,pack,4.610040209317903
d314c5e0f01a4deae5a3,H100,forward,8,dispatch,19.47320254803186
d314c5e0f01a4deae5a3,H100,forward,8,expert_compute,18.192621670101474
d314c5e0f01a4deae5a3,H100,forward,8,return,23.613902091663753
d314c5e0f01a4deae5a3,H100,forward,8,combine,34.110233480885015
d42ebb418e1aa35cd73d,H100,forward,4,pack,4.141636995197533
