cell_id,suite,hardware,world_size,runtime_profile,case_kind,collective,overlap,mode,tokens,num_experts,routing_variant,routed_experts_per_token,shared_experts_per_token,network_copies_per_token,routing_profile,capacity_factor,hidden_size,intermediate_size,executed_replicates,successful_sample_replicates,statuses,replicate_count,replicate_medians_ms,replicate_min_ms,replicate_max_ms,median_of_replicate_medians_ms,hierarchical_bootstrap_samples,hierarchical_ci95_low_ms,hierarchical_ci95_high_ms,independence_unit,median_ms,tokens_per_second,useful_tflops,peak_efficiency_pct,effective_bandwidth_gbps,gpu_ms_per_token,algorithmic_flops,phase_share_pct,scaling_efficiency_pct,sequence_length,window,batch_size,dtype,num_heads,head_dim,model_width,block_size,message_bytes_per_rank,compile_time_ms,first_call_ms,peak_allocated_bytes,peak_reserved_bytes,p05_ms,p95_ms,cv_pct,tail_inflation,latency_per_batch_token_ms,attention_type,attention_density
005280927b57185565b4,single_moe,H100,1,baseline,,,,forward,8192.0,64.0,top7_plus_1_shared,7.0,1.0,7.0,hot80_20,1.25,2048.0,5504.0,2,2,"[""succeeded""]",2.0,"[0.2544479966163635, 0.29705600440502167]",0.2544479966163635,0.2970560044050216,0.2757520005106926,4000.0,0.2535835975781083,0.3002160042524338,fresh Modal container replicate,0.2757520005106926,29886237.5708504,16178.23808456126,1634.9912162265043,,,4434553733120.0,,,,,,,,,,,,0.0,2.6331044989547085,316691712.0,694157312.0,0.2647888012230396,0.28527120500802994,2.60249913821562,1.0345208900740803,,global,1.0
00b222556305c45912d2,single_moe,B200,1,baseline,,,,training,2048.0,512.0,top1,1.0,0.0,1.0,hot80_20,2.0,8192.0,28672.0,2,2,"[""succeeded""]",2.0,"[5.667232036590576, 5.779008150100708]",5.667232036590576,5.779008150100708,5.723120093345642,4000.0,5.664320111274719,5.810027942061424,fresh Modal container replicate,5.723120093345642,357880.8910565209,1522.076110422277,67.64782712987898,,,8710193676288.0,,,,,,,,,,,,0.0,491.4397469983669,7193524224.0,7683964928.0,5.690821635723115,6.114052116870879,3.5740340714018988,1.0683074996066884,,global,1.0
01968afc84c24d23598b,single_moe,A100-40GB,1,baseline,,,,training,2048.0,256.0,top8,8.0,0.0,8.0,balanced,1.25,4096.0,14336.0,2,2,"[""succeeded""]",2.0,"[7.879679918289185, 7.962111949920654]",7.879679918289185,7.962111949920654,7.920895934104919,4000.0,7.876089611649513,7.969030341506004,fresh Modal container replicate,7.920895934104919,258563.61073879703,2187.967425320942,701.2716106797891,,,17330193039360.0,,,,,,,,,,,,0.0,8.120463502564235,1845298176.0,2042626048.0,7.901081550121308,7.942732656002045,0.19720875560899445,1.0027568499925752,,global,1.0
031a041ffd9d2541f06c,single_moe,B200,1,baseline,,,,forward,2048.0,512.0,top7_plus_1_shared,7.0,1.0,7.0,hot80_20,2.0,2048.0,5504.0,2,2,"[""succeeded""]",2.0,"[0.2826399952173233, 0.28038398921489716]",0.2803839892148971,0.2826399952173233,0.2815119922161102,4000.0,0.2751679942011833,0.287297211587429,fresh Modal container replicate,0.2815119922161102,7275117.718030963,3951.5701672044543,175.62534076464243,,,1112396529664.0,,,,,,,,,,,,0.0,0.8822794916341081,240861440.0,384827392.0,0.2734015919268131,0.3007920019328594,3.865159774039206,1.068487347785697,,global,1.0
04c7da7150d2ad63ee35,single_moe,B200,1,baseline,,,,training,16384.0,512.0,top8,8.0,0.0,8.0,zipf1.0,1.25,4096.0,14336.0,2,2,"[""succeeded""]",2.0,"[1.947264015674591, 1.940272033214569]",1.940272033214569,1.947264015674591,1.94376802444458,4000.0,1.9389920234680176,1.948400391638279,fresh Modal container replicate,1.94376802444458,8429016.628334168,71379.43962562252,3172.419538916556,,,138744623529984.0,,,,,,,,,,,,0.0,26.852754512219686,2081150464.0,2204106752.0,1.9397311747074129,1.9494855612516402,0.18125917012555476,1.0029414707594513,,global,1.0
06e9875b624d3b4cab63,single_moe,H100,1,baseline,,,,forward,8192.0,512.0,top7_plus_1_shared,7.0,1.0,7.0,balanced,2.0,2048.0,5504.0,2,2,"[""succeeded""]",2.0,"[0.34915199875831604, 0.27822400629520416]",0.2782240062952041,0.349151998758316,0.3136880025267601,4000.0,0.2748560011386871,0.3556291906163097,fresh Modal container replicate,0.3136880025267601,26453230.726347923,14368.399442573496,1452.0868562479532,,,4449586118656.0,,,,,,,,,,,,0.0,0.805730498768753,317262336.0,679477248.0,0.2951696030795574,0.3320392020046711,4.376316544661017,1.0585014387866027,,global,1.0
06ebcbbe08844b10f239,single_moe,H100,1,baseline,,,,training,2048.0,512.0,top2,2.0,0.0,2.0,balanced,2.0,2048.0,5504.0,2,2,"[""succeeded""]",2.0,"[1.0950400233268738, 1.2213599681854248]",1.0950400233268738,1.2213599681854248,1.1581999957561493,4000.0,1.079372812062502,1.238215982913971,fresh Modal container replicate,1.1581999957561493,1773535.301140078,730.8568149078055,73.86122434641794,,,843961073664.0,,,,,,,,,,,,0.0,7.357647995377192,434471936.0,1214251008.0,1.062627974152565,1.2055551916360854,5.1345834036363485,1.0408868900478794,,global,1.0
0716dc5d8c3ca0dd2e95,single_moe,A100-40GB,1,baseline,,,,forward,16384.0,1024.0,top4,4.0,0.0,4.0,balanced,1.0,2048.0,5504.0,2,2,"[""succeeded""]",2.0,"[0.42393600940704346, 0.41011200845241547]",0.4101120084524154,0.4239360094070434,0.4170240089297294,4000.0,0.4003840088844299,0.4272639974951744,fresh Modal container replicate,0.4170240089297294,39298701.8680972,10796.411009830976,3460.3881441765952,,,4501125726208.0,,,,,,,,,,,,0.0,30.786111496126978,232194560.0,310378496.0,0.4090367935597896,0.43420160338282576,2.5379270063153982,1.0411909004883957,,global,1.0
07fb652b9153fbca94a7,single_moe,H100,1,baseline,,,,forward,2048.0,64.0,top8,8.0,0.0,8.0,zipf1.0,2.0,4096.0,14336.0,2,2,"[""succeeded""]",2.0,"[0.4331360012292862, 0.4375999867916107]",0.4331360012292862,0.4375999867916107,0.4353679940104484,4000.0,0.4322400018572807,0.4379840046167373,fresh Modal container replicate,0.4353679940104484,4704190.149211902,13261.566342496204,1340.2290391608087,,,5773509787648.0,,,,,,,,,,,,0.0,0.6180789969221223,820295936.0,1117782016.0,0.42893680259585376,0.43920880034565923,0.8663407534430874,1.0088219767829756,,global,1.0
09552ce403d3d53e8347,single_moe,H100,1,baseline,,,,training,16384.0,64.0,top4,4.0,0.0,4.0,hot80_20,1.0,4096.0,14336.0,2,2,"[""succeeded""]",2.0,"[3.19158399105072, 3.1560479402542114]",3.1560479402542114,3.19158399105072,3.173815965652466,4000.0,3.1554319262504578,3.1953383833169937,fresh Modal container replicate,3.173815965652466,5162401.880487442,21834.02407586284,2206.571407363602,,,69295002353664.0,,,,,,,,,,,,0.0,8.921583499613917,2129269248.0,2275409920.0,3.166295176744461,3.192223221063614,0.29948650794183485,1.0057997236167295,,global,1.0
09d4956a3e94ee592f8c,single_moe,H100,1,baseline,,,,forward,16384.0,1024.0,top4,4.0,0.0,4.0,balanced,1.0,2048.0,5504.0,2,2,"[""succeeded""]",2.0,"[0.24319999665021896, 0.20112000405788422]",0.2011200040578842,0.2431999966502189,0.2221600003540516,4000.0,0.1925439983606338,0.2515680007636547,fresh Modal container replicate,0.2221600003540516,74416111.52087633,20444.10852117798,2066.104954136228,,,4501125726208.0,,,,,,,,,,,,0.0,0.8324459996060796,268173824.0,633339904.0,0.2053752027451992,0.24414240233600137,6.752153107133512,1.0989485143451427,,global,1.0
0a82a6bf654a2850a97e,single_moe,H100,1,baseline,,,,training,16384.0,256.0,top8,8.0,0.0,8.0,zipf1.0,1.0,4096.0,14336.0,2,2,"[""succeeded""]",2.0,"[3.178704023361206, 3.2157280445098877]",3.178704023361206,3.215728044509888,3.197216033935547,4000.0,3.176624059677124,3.2188079357147217,fresh Modal container replicate,3.197216033935547,5124630.025328489,43364.66191125149,4382.482254800554,,,138641544314880.0,,,,,,,,,,,,0.0,3.7358269983087666,2130190336.0,2276458496.0,3.1902783811092377,3.2172368168830876,0.3213041032391189,1.00626194249467,,global,1.0
