cell_id,suite,hardware,world_size,runtime_profile,case_kind,collective,overlap,mode,tokens,num_experts,routing_variant,routed_experts_per_token,shared_experts_per_token,network_copies_per_token,routing_profile,capacity_factor,hidden_size,intermediate_size,executed_replicates,successful_sample_replicates,statuses,replicate_count,replicate_medians_ms,replicate_min_ms,replicate_max_ms,median_of_replicate_medians_ms,hierarchical_bootstrap_samples,hierarchical_ci95_low_ms,hierarchical_ci95_high_ms,independence_unit,median_ms,tokens_per_second,useful_tflops,peak_efficiency_pct,effective_bandwidth_gbps,gpu_ms_per_token,algorithmic_flops,phase_share_pct,scaling_efficiency_pct,sequence_length,window,batch_size,dtype,num_heads,head_dim,model_width,block_size,message_bytes_per_rank,compile_time_ms,first_call_ms,peak_allocated_bytes,peak_reserved_bytes,p05_ms,p95_ms,cv_pct,tail_inflation,latency_per_batch_token_ms,attention_type,attention_density
00409d3ab172fe6039e6,attention,A100-40GB,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.4924800395965576, 1.2247040271759033]",1.224704027175903,1.4924800395965576,1.3585920333862305,4000.0,1.2205887958407402,1.4965760111808777,fresh Modal container replicate,1.3585920333862305,6088906.844261147,44.70524116311289,14.328602936895155,,,60146319360.0,,,2048.0,512.0,4.0,bfloat16,32.0,128.0,4096.0,128.0,,1099.2646019973763,1.478875002192126,279058432.0,360710144.0,1.350655972957611,1.3733120262622833,0.6922410813769827,1.0108347410512661,0.0001658437540754676,windowed,0.25
0075064ad0076b4426a3,attention,B200,1,compile-reduce-overhead,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.18660800158977509, 0.14936000108718872]",0.1493600010871887,0.186608001589775,0.1679840013384819,4000.0,0.148887999355793,0.1875599958002567,fresh Modal container replicate,0.1679840013384819,12343357.3986849,24.280667712382662,1.0791407872170071,,,4028628992.0,,,1024.0,128.0,2.0,bfloat16,32.0,128.0,4096.0,128.0,,938.8609985035145,17.970249493373558,50336768.0,2980052992.0,0.1638136018067598,0.1740464020520448,2.2431220473756035,1.036089155307995,8.202343815355562e-05,windowed,0.125
00afd8c4d51a2eb05db0,attention,H100,1,compile-max-autotune-no-cudagraphs,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.863375961780548, 1.5487040281295776]",1.5487040281295776,1.863375961780548,1.7060399949550629,4000.0,1.5480320155620575,1.8666720390319824,fresh Modal container replicate,1.7060399949550629,19371811.149162248,157.434244285774,15.91048451599535,,,266304749568.0,,,8192.0,512.0,4.0,bfloat16,64.0,64.0,4096.0,256.0,,4136.790821498948,1.8051590135428341,1124091904.0,2048917504.0,1.7015023946762085,1.71734798848629,0.3302646308127993,1.0066282112756242,5.206420883041574e-05,windowed,0.0625
00cdbb06457758b352c4,attention,H100,1,compile-disable-caches,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.9453599452972412, 1.718991994857788]",1.718991994857788,1.9453599452972408,1.8321759700775144,4000.0,1.712776005268097,1.947616010904312,fresh Modal container replicate,1.8321759700775144,4488314.727203978,169.48336013350288,17.128181923547537,,,309338308608.0,,,2048.0,1024.0,4.0,bfloat16,32.0,128.0,4096.0,128.0,,3055.2834629993413,2.1342820000995744,572528640.0,686817280.0,1.819336783885956,1.8453528016805647,0.5530982309015191,1.0071919028620886,0.00022365429322235284,windowed,0.5
011142da802a9ae2ee91,attention,B200,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.4339359998703003, 0.46827200055122375]",0.4339359998703003,0.4682720005512237,0.451104000210762,4000.0,0.4326719939708709,0.4716559946537018,fresh Modal container replicate,0.451104000210762,18186232.95860535,37.54802401565495,1.668801067362442,,,16913530880.0,,,4096.0,128.0,2.0,float16,32.0,128.0,4096.0,256.0,,1705.5236074957065,0.5914389912504703,279058432.0,530579456.0,0.44638000056147575,0.4704640060663222,2.0760565800755297,1.0429169456411713,5.5066406275727786e-05,windowed,0.03125
012036e00eecf5c59cd0,attention,B200,1,compile-reduce-overhead,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.8426879942417145, 0.8598400056362152]",0.8426879942417145,0.8598400056362152,0.8512639999389648,4000.0,0.8418320119380951,0.8610560148954391,fresh Modal container replicate,0.8512639999389648,9624313.404727912,151.38721608706612,6.7283207149807165,,,128857407488.0,,,8192.0,1024.0,1.0,bfloat16,32.0,128.0,4096.0,256.0,,879.636598520392,6.332241007612538,201346048.0,2904555520.0,0.8486768096685411,0.8582103863358498,0.4417720105723699,1.0081600847649883,0.00010391406249254942,windowed,0.125
0165c8badd6ecc654975,attention,B200,1,compile-reduce-overhead,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.209136001765728, 0.18806400150060654]",0.1880640015006065,0.209136001765728,0.1986000016331672,4000.0,0.1874400041997432,0.2099519968032837,fresh Modal container replicate,0.1986000016331672,10341290.223155834,86.83374574579491,3.859277588701996,,,17196646400.0,,,1024.0,8192.0,2.0,float16,32.0,128.0,4096.0,64.0,,851.5239860083739,4.710809501489166,50338816.0,3571449856.0,0.19477600045502186,0.2053264036774635,2.0537541306345557,1.0338690936001127,9.697265704744493e-05,windowed,1.0
01e297741008d860a0e5,attention,H100,1,compile-max-autotune-no-cudagraphs,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.5382240116596222, 0.5267040133476257]",0.5267040133476257,0.5382240116596222,0.532464012503624,4000.0,0.5245120227336884,0.5404728006571532,fresh Modal container replicate,0.532464012503624,15386877.905299636,258.2750234866398,26.1015688212875,,,137506062336.0,,,2048.0,8192.0,4.0,float16,16.0,256.0,4096.0,256.0,,6183.29960299161,0.6499065093521494,303042560.0,612368384.0,0.5300904080271721,0.5538016021251678,2.0163873996780417,1.0400732990784023,6.499804840132128e-05,windowed,1.0
01f970a680098233daf0,attention,A100-40GB,1,compile-max-autotune-no-cudagraphs,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[7.77676796913147, 7.4260478019714355]",7.4260478019714355,7.77676796913147,7.601407885551453,4000.0,7.42195200920105,7.822092813253402,fresh Modal container replicate,7.601407885551453,2156537.8973681303,53.424724189750094,17.123309035176312,,,405886992384.0,,,16384.0,512.0,1.0,float16,32.0,128.0,4096.0,128.0,,72311.46452648842,8.909960498840519,1086720000.0,5257560064.0,7.557068777084351,8.067020821571349,2.6458547915882638,1.0612535129058027,0.00046395311801461503,windowed,0.03125
0223dc735570b787ea4b,attention,B200,1,compile-max-autotune-no-cudagraphs,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[14.378976345062256, 14.411119937896729]",14.378976345062256,14.411119937896729,14.395048141479492,4000.0,14.376296281814575,14.412550616264344,fresh Modal container replicate,14.395048141479492,4552682.356360024,221.99024855446885,9.866233269087504,,,3195556331520.0,,,16384.0,1024.0,4.0,bfloat16,16.0,256.0,4096.0,128.0,,43194.0566500125,14.879075475619175,4312139776.0,7002390528.0,14.382299160957338,14.406888842582703,0.064694032958859,1.0008225537689652,0.00021965100313536823,windowed,0.0625
