cell_id,suite,hardware,world_size,runtime_profile,case_kind,collective,overlap,mode,tokens,num_experts,routing_variant,routed_experts_per_token,shared_experts_per_token,network_copies_per_token,routing_profile,capacity_factor,hidden_size,intermediate_size,executed_replicates,successful_sample_replicates,statuses,replicate_count,replicate_medians_ms,replicate_min_ms,replicate_max_ms,median_of_replicate_medians_ms,hierarchical_bootstrap_samples,hierarchical_ci95_low_ms,hierarchical_ci95_high_ms,independence_unit,median_ms,tokens_per_second,useful_tflops,peak_efficiency_pct,effective_bandwidth_gbps,gpu_ms_per_token,algorithmic_flops,phase_share_pct,scaling_efficiency_pct,sequence_length,window,batch_size,dtype,num_heads,head_dim,model_width,block_size,message_bytes_per_rank,compile_time_ms,first_call_ms,peak_allocated_bytes,peak_reserved_bytes,p05_ms,p95_ms,cv_pct,tail_inflation,latency_per_batch_token_ms,attention_type,attention_density,peak_reserved_gib,pareto_optimal
0c6141a3da267f93b4c8,attention,A100-40GB,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.1141120195388794, 1.141759991645813]",1.1141120195388794,1.141759991645813,1.1279360055923462,4000.0,1.10617595911026,1.1471360325813291,fresh Modal container replicate,1.1279360055923462,7263914.496196175,29.51868895043023,9.461118253343024,,,33290190848.0,,,4096.0,256.0,2.0,bfloat16,32.0,128.0,4096.0,64.0,,1592.2755389992744,1.291496999328956,279119872.0,528482304.0,1.1116800010204315,1.1496959924697876,1.3018353355843284,1.0192918629865122,0.00013768750068265945,windowed,0.0625,0.4921875,False
0e4f37121dfc2179e62f,attention,A100-40GB,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.9082239866256714, 2.5543678998947144]",1.9082239866256716,2.5543678998947144,2.231295943260193,4000.0,1.9077119827270508,2.601215958595276,fresh Modal container replicate,2.231295943260193,3750026.363242978,55.05830706808609,17.64689329105323,,,120275861504.0,,,4096.0,1024.0,2.0,bfloat16,32.0,128.0,4096.0,128.0,,3149.6838760049286,2.4019285028771264,279070720.0,530579456.0,2.217984026670456,2.319488000869751,1.6357822199049399,1.0395250382971157,0.000272374993073754,windowed,0.25,0.494140625,False
0eead033916fd8302c8d,attention,B200,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.29656000435352325, 0.26390400528907776]",0.2639040052890777,0.2965600043535232,0.2802320048213005,4000.0,0.2630640044808388,0.298672005534172,fresh Modal container replicate,0.2802320048213005,14666251.25360015,215.3315435254978,9.570290823355457,,,60137930752.0,,,4096.0,1024.0,1.0,bfloat16,16.0,256.0,4096.0,128.0,,1554.2277274798835,0.3507634828565642,143280128.0,425721856.0,0.2769512057304382,0.2872552022337913,1.4085412608230088,1.025062081745336,6.841601680207532e-05,windowed,0.25,0.396484375,False
0ffeeadcca99ee3405e0,attention,B200,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.143392026424408, 1.1731359958648682]",1.143392026424408,1.1731359958648682,1.158264011144638,4000.0,1.1423999965190887,1.1753524079918862,fresh Modal container replicate,1.158264011144638,28295278.796947632,58.87953246745314,2.616868109664584,,,68186800128.0,,,8192.0,128.0,4.0,bfloat16,64.0,64.0,4096.0,256.0,,944.9720429984154,1.2267130077816546,1099057152.0,2036334592.0,1.1551423966884613,1.169135996699333,0.45946464939943704,1.0093864485558444,3.534741244948236e-05,windowed,0.015625,1.896484375,False
1001a0dd6e454c55ecdb,attention,H100,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.2121440172195435, 1.2234559655189514]",1.2121440172195437,1.2234559655189514,1.2177999913692474,4000.0,1.2106560170650482,1.2254344075918198,fresh Modal container replicate,1.2177999913692474,26908118.799474876,55.99299677735207,5.658716197812235,,,68186800128.0,,,8192.0,128.0,4.0,bfloat16,64.0,64.0,4096.0,256.0,,671.6745664998598,1.2789705069735646,1124091904.0,2048917504.0,1.2110063940286637,1.2235383868217466,0.3833491050634657,1.0047121000929284,3.7164306377235334e-05,windowed,0.015625,1.908203125,False
12b67d93892530ef3313,attention,A100-40GB,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[5.608959913253784, 5.611519813537598]",5.608959913253784,5.611519813537598,5.610239863395691,4000.0,5.560825622081756,5.656838378310204,fresh Modal container replicate,5.610239863395691,2920374.3960557664,45.93650800416013,14.72323974492312,,,257714814976.0,,,8192.0,1024.0,2.0,float16,32.0,128.0,4096.0,64.0,,1670.7801624943386,5.656919005559757,549849088.0,1633681408.0,5.5194368243217475,5.764147067070007,1.6094709446490596,1.0274332662099692,0.00034242186666233465,windowed,0.125,1.521484375,False
136bce87c316aae9967b,attention,B200,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.17523200064897537, 0.17950399965047836]",0.1752320006489753,0.1795039996504783,0.1773680001497268,4000.0,0.1748237993568182,0.1824959965422749,fresh Modal container replicate,0.1773680001497268,11548289.762677807,193.84275536877016,8.615233571945339,,,34376515584.0,,,2048.0,2048.0,1.0,float16,16.0,256.0,4096.0,64.0,,1643.1887995058787,0.49741398834157735,75909120.0,140509184.0,0.17378319911658763,0.18986720182001587,3.515573555769546,1.0704704437087735,8.66054688231088e-05,windowed,1.0,0.130859375,False
15fd93d1674544913d25,attention,B200,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[2.646239995956421, 2.6793599128723145]",2.646239995956421,2.6793599128723145,2.662799954414368,4000.0,2.644703984260559,2.6819839477539062,fresh Modal container replicate,2.662799954414368,6153159.821381047,412.9819723085817,18.35475432482585,,,1099645845504.0,,,8192.0,8192.0,2.0,bfloat16,64.0,64.0,4096.0,64.0,,996.6132970112085,2.7419465004641097,554043392.0,1633681408.0,2.657092779874802,2.6719423890113827,0.2064687696581582,1.0034333914501756,0.00016252441128017384,windowed,1.0,1.521484375,False
16a4a3f55fef857be1b4,attention,H100,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.5660319924354553, 0.5308160185813904]",0.5308160185813904,0.5660319924354553,0.5484240055084229,4000.0,0.529320016503334,0.572095975279808,fresh Modal container replicate,0.5484240055084229,14952761.331028655,250.98819966793903,25.36515408468308,,,137506062336.0,,,2048.0,8192.0,4.0,float16,64.0,64.0,4096.0,128.0,,2782.742417490226,2.4481064756400888,306190336.0,358612992.0,0.5381296053528786,0.686785580217838,12.633959376110905,1.2522894208125435,6.69462897349149e-05,windowed,1.0,0.333984375,False
1c173eb8a0e20f610289,attention,B200,1,baseline,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.3064959943294525, 0.5005760043859482]",0.3064959943294525,0.5005760043859482,0.4035359993577003,4000.0,0.3027039915323257,0.5497440099716187,fresh Modal container replicate,0.4035359993577003,2693316.615444618,29.670092952528076,1.3186707978901366,,,11280580608.0,,,1024.0,256.0,1.0,float16,32.0,128.0,4096.0,256.0,,3567.836937501852,0.9875215037027374,75894784.0,201326592.0,0.3211216017603874,0.5039104089140891,15.512909456589817,1.2487371875524182,0.0003940781243727542,windowed,0.25,0.1875,False
1e710c130812f2a66130,attention,A100-40GB,1,baseline,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[2.1872639656066895, 2.221567988395691]",2.187263965606689,2.221567988395691,2.20441597700119,4000.0,2.181631922721863,2.229759992659092,fresh Modal container replicate,2.20441597700119,1858201.00649338,20.47029906212432,6.560993289142411,,,45122322432.0,,,1024.0,256.0,4.0,float16,32.0,128.0,4096.0,256.0,,6446.3429384886695,3.123022488580318,278007808.0,301989888.0,2.1923583507537843,2.7190527439117425,11.81108082308828,1.2334571933245766,0.0005381874943850562,windowed,0.25,0.28125,False
1f4d807049ea15f5b8ea,attention,H100,1,baseline,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[6.2885119915008545, 1.422864019870758]",1.422864019870758,6.288511991500855,3.8556880056858063,4000.0,1.3394314050674438,7.170943737030029,fresh Modal container replicate,3.8556880056858063,441255.92526359664,4.860959993841431,0.4912541681497151,,,11280580608.0,,,1024.0,256.0,1.0,float16,32.0,128.0,4096.0,256.0,,21105.60983448522,13.826204012730159,100929536.0,153092096.0,2.5326391905546193,14.220052534341797,115.67687292475912,3.6880713671262138,0.003765320318052545,windowed,0.25,0.142578125,True
1f56241309599fe2facd,attention,B200,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.2104479968547821, 0.24185600131750107]",0.2104479968547821,0.241856001317501,0.2261519990861416,4000.0,0.209879994392395,0.2434400022029876,fresh Modal container replicate,0.2261519990861416,9099734.44961014,152.74275542836165,6.788566907927185,,,34376515584.0,,,2048.0,8192.0,1.0,bfloat16,32.0,128.0,4096.0,128.0,,961.1341124982573,0.30949149368098,76158976.0,140509184.0,0.22214800268411633,0.23795039542019358,2.592870350087075,1.0521702057984372,0.00011042578080378007,windowed,1.0,0.130859375,False
1f8d2dcb67f27b0653b2,attention,A100-40GB,1,baseline,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[11.54867172241211, 11.454976081848145]",11.454976081848145,11.54867172241211,11.501823902130129,4000.0,11.451135873794556,12.78719997406006,fresh Modal container replicate,11.501823902130129,1424493.3632992357,69.45875223234698,22.2624205872907,,,798889082880.0,,,16384.0,1024.0,1.0,bfloat16,64.0,64.0,4096.0,128.0,,3349.7374355029024,13.933847999396676,1090914304.0,5257560064.0,11.494400024414062,12.810419392585754,4.9951965195832795,1.1137728678156231,0.0007020156190264971,windowed,0.0625,4.896484375,False
1ff7218ef4f9820a4b8c,attention,B200,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[1.033087968826294, 1.0432000160217285]",1.033087968826294,1.0432000160217283,1.0381439924240112,4000.0,1.0325599908828735,1.0441760420799255,fresh Modal container replicate,1.0381439924240112,7891192.718353196,231.70258944620497,10.297892864275775,,,240534945792.0,,,8192.0,2048.0,1.0,bfloat16,32.0,128.0,4096.0,64.0,,878.6550685035763,1.1396685004001483,279316480.0,1434451968.0,1.035706388950348,1.0756367802619935,1.914903724245313,1.0361152095582027,0.00012672656157519668,windowed,0.25,1.3359375,False
201c0749dab92d406ff4,attention,H100,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.4089120030403137, 0.4047839939594269]",0.4047839939594269,0.4089120030403137,0.4068479984998703,4000.0,0.4033759981393814,0.4100320041179657,fresh Modal container replicate,0.4068479984998703,40271604.49432924,83.14636550317192,8.4028666501437,,,33827061760.0,,,4096.0,128.0,4.0,bfloat16,16.0,256.0,4096.0,128.0,,1397.1142705013335,0.5233615047472995,572540928.0,742391808.0,0.40041679665446284,0.41314079686999317,1.1910348562300537,1.0154671975610687,2.483203115843935e-05,windowed,0.03125,0.69140625,True
210a141890de988d3e93,attention,A100-40GB,1,baseline,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[12.634111881256104, 10.635776042938232]",10.635776042938232,12.634111881256104,11.634943962097168,4000.0,10.631673610210418,12.65996789932251,fresh Modal container replicate,11.634943962097168,709316.9488118382,71.41961414939692,22.890901970960552,,,824835047424.0,,,4096.0,8192.0,2.0,float16,64.0,64.0,4096.0,128.0,,4556.055222003124,13.557332000345923,549603328.0,593494016.0,11.578342318534851,13.187609648704528,6.009586212502179,1.1334484885931069,0.0014202812453731894,windowed,1.0,0.552734375,False
23cb620c609add0c2931,attention,H100,1,baseline,,,,training,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[3.825168013572693, 0.6983520090579987]",0.6983520090579987,3.825168013572693,2.2617600113153458,4000.0,0.6935039907693863,3.9310960173606873,fresh Modal container replicate,2.2617600113153458,1734009.8942850935,43.68040284099922,4.41439139373413,,,51589939200.0,,,1024.0,8192.0,2.0,float16,16.0,256.0,4096.0,128.0,,26500.36831550824,14.952975499909371,168038400.0,176160768.0,1.0375759795308115,2.7702192202210423,20.686149599033104,1.2248068788739428,0.0011043750055250712,windowed,1.0,0.1640625,False
24d61b0303e7021aa006,attention,H100,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.8219519853591919, 0.8529279828071594]",0.8219519853591919,0.8529279828071594,0.8374399840831757,4000.0,0.8184541810303926,0.8553923938423394,fresh Modal container replicate,0.8374399840831757,9785540.632156525,287.3247662965312,29.03736900419719,,,240534945792.0,,,8192.0,2048.0,1.0,float16,64.0,64.0,4096.0,128.0,,800.6687934976071,0.9168414908344857,306251776.0,1444937728.0,0.8306368052959443,0.843959206342697,0.639127172413807,1.0077847038395935,0.00010222656055702828,windowed,0.25,1.345703125,False
258c9d3265e4fa85b08d,attention,H100,1,baseline,,,,forward,,,,,,,,,,,2,2,"[""succeeded""]",2.0,"[0.5331040024757385, 0.5018719732761383]",0.5018719732761383,0.5331040024757385,0.5174879878759384,4000.0,0.5009275849908591,0.5563544046133757,fresh Modal container replicate,0.5174879878759384,15844747.774873933,265.9605560583511,26.87827751979293,,,137506062336.0,,,2048.0,2048.0,4.0,float16,16.0,256.0,4096.0,64.0,,1387.6082054994185,0.6215850007720292,303056896.0,358612992.0,0.5089215941727162,0.5562576174736023,3.4323349067823474,1.0749188976478394,6.316992039501201e-05,windowed,1.0,0.333984375,False
